country,iso3,g_whoregion,year,rcvd_lab,rcvd_staff,rcvd_tot_domestic,rcvd_tot_gf,rcvd_tot_grnt,rcvd_tot_sources,rcvd_tot_usaid,download_date
Morocco,MAR,EMR,2017,582000,8601000,15297400,1056000,29500,16382900,0,2023-07-28
Morocco,MAR,EMR,2018,543185,10965614,13761290,1028158,31000,14820448,0,2023-07-28
Morocco,MAR,EMR,2019,3400500,8508454,17680660,664794,19400,18364854,0,2023-07-28
Morocco,MAR,EMR,2020,2598642,12255450,20770465,898715,154826,21824006,0,2023-07-28
Morocco,MAR,EMR,2021,2467909,12218158,20183207,1046894,0,21230101,0,2023-07-28
Mozambique,MOZ,AFR,2017,5783830,1361600,1361600,14176960,2920512,18459072,NA,2023-07-28
Mozambique,MOZ,AFR,2018,4468044,1600860,5911817,14114831,4318548,26897907,2552711,2023-07-28
Mozambique,MOZ,AFR,2019,2215653,1886402,350000,14423474,6729309,24156960,2654177,2023-07-28
Mozambique,MOZ,AFR,2020,10385626,1743639,3737497,15865381,5127329,27607707,2877500,2023-07-28
Mozambique,MOZ,AFR,2021,10853115,1614344,3562346,11626706,7427818,30099717,7482847,2023-07-28
Myanmar,MMR,SEA,2017,4796360,997733,2225919,27434187,2301903,35962009,4000000,2023-07-28
Myanmar,MMR,SEA,2018,2377517,4575966,1793979,23281134,5797534,38872647,8000000,2023-07-28
Myanmar,MMR,SEA,2019,4111879,2952464,2794130,28146109,4679344,41414239,5794656,2023-07-28
Myanmar,MMR,SEA,2020,7482736,3638812,3112950,33955342,3252336,42976566,2655938,2023-07-28
Myanmar,MMR,SEA,2021,4025949,2732966,4305867,19699744,1322773,28599714,3271330,2023-07-28
Namibia,NAM,AFR,2017,NA,8468980,43335451,5507000,NA,49159451,317000,2023-07-28
Namibia,NAM,AFR,2018,1925384,8286571,16658699,3332589,NA,20071888,80600,2023-07-28
Namibia,NAM,AFR,2019,1679039,1880109,14156733,1300000,990000,17090722,643989,2023-07-28
Namibia,NAM,AFR,2020,1294276,1880109,4989894,3063650,1300000,9467124,113580,2023-07-28
Namibia,NAM,AFR,2021,323579,1596548,1693665,1966515,1061776,4721956,NA,2023-07-28
Nauru,NRU,WPR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Nauru,NRU,WPR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Nauru,NRU,WPR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Nauru,NRU,WPR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Nauru,NRU,WPR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Nepal,NPL,SEA,2017,767228,856877,8014096,3139632,0,11320304,166576,2023-07-28
Nepal,NPL,SEA,2018,5504846,988502,9782876,7996910,51902,17831688,0,2023-07-28
Nepal,NPL,SEA,2019,2042812,1722714,7251025,6667423,223934,14142382,0,2023-07-28
Nepal,NPL,SEA,2020,3137876,2338625,7199290,5525935,65328,12790553,0,2023-07-28
Nepal,NPL,SEA,2021,6113632,2068950,7157234,8995535,33848,16186617,0,2023-07-28
Netherlands (Kingdom of the),NLD,EUR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Netherlands (Kingdom of the),NLD,EUR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Netherlands (Kingdom of the),NLD,EUR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Netherlands (Kingdom of the),NLD,EUR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Netherlands (Kingdom of the),NLD,EUR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
New Caledonia,NCL,WPR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
New Caledonia,NCL,WPR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
New Caledonia,NCL,WPR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
New Caledonia,NCL,WPR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
New Caledonia,NCL,WPR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
New Zealand,NZL,WPR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
New Zealand,NZL,WPR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
New Zealand,NZL,WPR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
New Zealand,NZL,WPR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
New Zealand,NZL,WPR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Nicaragua,NIC,AMR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Nicaragua,NIC,AMR,2018,869070,1300000,6594674,2307969,238543,9141186,0,2023-07-28
Nicaragua,NIC,AMR,2019,2211612,1340000,6931934,2162095,238543,9332572,0,2023-07-28
Nicaragua,NIC,AMR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Nicaragua,NIC,AMR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Niger,NER,AFR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Niger,NER,AFR,2018,6422560,341478,NA,3274778,3489260,6764038,NA,2023-07-28
Niger,NER,AFR,2019,18860,236338,NA,1945789,165497,2111286,NA,2023-07-28
Niger,NER,AFR,2020,699817,2012703,NA,3523841,532969,4056810,NA,2023-07-28
Niger,NER,AFR,2021,NA,971397,NA,2072687,NA,2072687,NA,2023-07-28
Nigeria,NGA,AFR,2017,19716562,30417902,32285669,64731060,0,112016729,15000000,2023-07-28
Nigeria,NGA,AFR,2018,11612162,32471700,31640124,36183011,0,89823135,22000000,2023-07-28
Nigeria,NGA,AFR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Nigeria,NGA,AFR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Nigeria,NGA,AFR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Niue,NIU,WPR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Niue,NIU,WPR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Niue,NIU,WPR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Niue,NIU,WPR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Niue,NIU,WPR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
North Macedonia,MKD,EUR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
North Macedonia,MKD,EUR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
North Macedonia,MKD,EUR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
North Macedonia,MKD,EUR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
North Macedonia,MKD,EUR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Northern Mariana Islands,MNP,WPR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Northern Mariana Islands,MNP,WPR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Northern Mariana Islands,MNP,WPR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Northern Mariana Islands,MNP,WPR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Northern Mariana Islands,MNP,WPR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Norway,NOR,EUR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Norway,NOR,EUR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Norway,NOR,EUR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Norway,NOR,EUR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Norway,NOR,EUR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Oman,OMN,EMR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Oman,OMN,EMR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Oman,OMN,EMR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Oman,OMN,EMR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Oman,OMN,EMR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Pakistan,PAK,EMR,2017,27609166,10819996,3141466,75058965,0,78200431,0,2023-07-28
Pakistan,PAK,EMR,2018,18019918,14591673,3860302,72117548,225743,76203593,0,2023-07-28
Pakistan,PAK,EMR,2019,5086662,8722188,2276321,47586945,441800,50305066,0,2023-07-28
Pakistan,PAK,EMR,2020,8869765,8218685,3278108,40949680,0,44227788,0,2023-07-28
Pakistan,PAK,EMR,2021,15153276,8313284,3733164,42790321,NA,46523485,NA,2023-07-28
Palau,PLW,WPR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Palau,PLW,WPR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Palau,PLW,WPR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Palau,PLW,WPR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Palau,PLW,WPR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Panama,PAN,AMR,2017,57755,NA,994737,884703,NA,1879440,NA,2023-07-28
Panama,PAN,AMR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Panama,PAN,AMR,2019,NA,NA,118281,184173,NA,302454,NA,2023-07-28
Panama,PAN,AMR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Panama,PAN,AMR,2021,NA,693500,925526,105000,NA,1030526,NA,2023-07-28
Papua New Guinea,PNG,WPR,2017,200000,445761,6377799,2000000,5855000,14277799,45000,2023-07-28
Papua New Guinea,PNG,WPR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Papua New Guinea,PNG,WPR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Papua New Guinea,PNG,WPR,2020,1872705,1283360,2091128,11180717,3845502,17117347,0,2023-07-28
Papua New Guinea,PNG,WPR,2021,928420,1158028,3204253,3141081,125125,6470459,0,2023-07-28
Paraguay,PRY,AMR,2017,1058822,1840085,2294217,2020779,153424,4468420,0,2023-07-28
Paraguay,PRY,AMR,2018,924854,2128799,3276094,1540369,52505,4868968,0,2023-07-28
Paraguay,PRY,AMR,2019,638105,2276318,4455245,1427690,47872,5930807,0,2023-07-28
Paraguay,PRY,AMR,2020,326414,1838805,2886347,651566,47872,3585785,0,2023-07-28
Paraguay,PRY,AMR,2021,782152,1599489,2502767,997763,0,3500530,0,2023-07-28
Peru,PER,AMR,2017,30981658,4108037,71426091,8656605,0,80082696,0,2023-07-28
Peru,PER,AMR,2018,22183045,4681320,132939846,8535334,0,141475180,0,2023-07-28
Peru,PER,AMR,2019,14686795,4689601,116381798,3536533,NA,119918331,NA,2023-07-28
Peru,PER,AMR,2020,6895953,5804888,110785628,1513624,NA,112299252,NA,2023-07-28
Peru,PER,AMR,2021,6588766,5754423,109221793,2446566,0,111668359,0,2023-07-28
Philippines,PHL,WPR,2017,9727792,7621750,20617589,34482107,NA,56718424,1618728,2023-07-28
Philippines,PHL,WPR,2018,23937747,7520042,28882220,42607545,NA,71489765,NA,2023-07-28
Philippines,PHL,WPR,2019,9224858,11486326,25827119,33609672,NA,71853791,12417000,2023-07-28
Philippines,PHL,WPR,2020,14473577,10436024,27512285,40016989,NA,80529274,13000000,2023-07-28
Philippines,PHL,WPR,2021,10064763,12936169,39529643,44962390,NA,98992033,14500000,2023-07-28
Poland,POL,EUR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Poland,POL,EUR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Poland,POL,EUR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Poland,POL,EUR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Poland,POL,EUR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Portugal,PRT,EUR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Portugal,PRT,EUR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Portugal,PRT,EUR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Portugal,PRT,EUR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Portugal,PRT,EUR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Puerto Rico,PRI,AMR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Puerto Rico,PRI,AMR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Puerto Rico,PRI,AMR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Puerto Rico,PRI,AMR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Puerto Rico,PRI,AMR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Qatar,QAT,EMR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Qatar,QAT,EMR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Qatar,QAT,EMR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Qatar,QAT,EMR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Qatar,QAT,EMR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Republic of Korea,KOR,WPR,2017,11490000,6100000,56380000,0,0,56380000,0,2023-07-28
Republic of Korea,KOR,WPR,2018,11004000,6600000,44027000,NA,NA,44027000,NA,2023-07-28
Republic of Korea,KOR,WPR,2019,1855510,12106122,37389387,NA,NA,37389387,NA,2023-07-28
Republic of Korea,KOR,WPR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Republic of Korea,KOR,WPR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Republic of Moldova,MDA,EUR,2017,1753189,5635311,9549848,6390003,0,15939851,0,2023-07-28
Republic of Moldova,MDA,EUR,2018,1207313,5383276,9816596,3411817,0,13228413,0,2023-07-28
Republic of Moldova,MDA,EUR,2019,1670127,4885991,10591761,2331784,0,12923545,0,2023-07-28
Republic of Moldova,MDA,EUR,2020,1341752,5472309,9165364,2872311,11812,12049487,NA,2023-07-28
Republic of Moldova,MDA,EUR,2021,1583928,8443935,16072873,2182438,0,18255311,0,2023-07-28
Romania,ROU,EUR,2017,3727440,323032,6760000,2918031,1978166,11656197,0,2023-07-28
Romania,ROU,EUR,2018,2973639,361531,6102373,1250640,0,7353013,0,2023-07-28
Romania,ROU,EUR,2019,2774479,700000,6459185,0,1258510,7717695,0,2023-07-28
Romania,ROU,EUR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Romania,ROU,EUR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Russian Federation,RUS,EUR,2017,26329894,836264980,1432956723,0,1622555,1434579278,0,2023-07-28
Russian Federation,RUS,EUR,2018,29023816,919298312,1449863479,0,862986,1450726465,0,2023-07-28
Russian Federation,RUS,EUR,2019,30417457,977892370,1570162522,0,848162,1571010684,0,2023-07-28
Russian Federation,RUS,EUR,2020,28560381,874342445,1383146457,0,360475,1383506932,0,2023-07-28
Russian Federation,RUS,EUR,2021,26360717,863274699,1453448597,NA,353048,1453801645,NA,2023-07-28
Rwanda,RWA,AFR,2017,2218988,1865183,173110,8021008,410338,8892856,288400,2023-07-28
Rwanda,RWA,AFR,2018,1891025,1382944,227734,5942847,11711,6431866,249574,2023-07-28
Rwanda,RWA,AFR,2019,3020932,900928,1147969,6255250,24511,7686861,259131,2023-07-28
Rwanda,RWA,AFR,2020,3018332,1458836,1743520,2024827,1791021,7390648,1831280,2023-07-28
Rwanda,RWA,AFR,2021,2516193,2182606,3024824,5637786,65000,9804153,1076543,2023-07-28
Saint Kitts and Nevis,KNA,AMR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Saint Kitts and Nevis,KNA,AMR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Saint Kitts and Nevis,KNA,AMR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Saint Kitts and Nevis,KNA,AMR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Saint Kitts and Nevis,KNA,AMR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Saint Lucia,LCA,AMR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Saint Lucia,LCA,AMR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Saint Lucia,LCA,AMR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Saint Lucia,LCA,AMR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Saint Lucia,LCA,AMR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Saint Vincent and the Grenadines,VCT,AMR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Saint Vincent and the Grenadines,VCT,AMR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Saint Vincent and the Grenadines,VCT,AMR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Saint Vincent and the Grenadines,VCT,AMR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Saint Vincent and the Grenadines,VCT,AMR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Samoa,WSM,WPR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Samoa,WSM,WPR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Samoa,WSM,WPR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Samoa,WSM,WPR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Samoa,WSM,WPR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
San Marino,SMR,EUR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
San Marino,SMR,EUR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
San Marino,SMR,EUR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
San Marino,SMR,EUR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
San Marino,SMR,EUR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Sao Tome and Principe,STP,AFR,2017,230682,57786,64250,470903,145847,681000,0,2023-07-28
Sao Tome and Principe,STP,AFR,2018,64548,49754,191359,290475,11582,493416,0,2023-07-28
Sao Tome and Principe,STP,AFR,2019,64548,49754,191359,290475,11582,493416,0,2023-07-28
Sao Tome and Principe,STP,AFR,2020,95772,52200,27991,358998,18890,405879,0,2023-07-28
Sao Tome and Principe,STP,AFR,2021,64548,32589,42400,309681,10622,362703,0,2023-07-28
Saudi Arabia,SAU,EMR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Saudi Arabia,SAU,EMR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Saudi Arabia,SAU,EMR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Saudi Arabia,SAU,EMR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Saudi Arabia,SAU,EMR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Senegal,SEN,AFR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Senegal,SEN,AFR,2018,1005303,1311309,2222605,2280413,179903,4682921,0,2023-07-28
Senegal,SEN,AFR,2019,1001626,1048283,1334413,2199716,148607,3682736,0,2023-07-28
Senegal,SEN,AFR,2020,813424,1411320,1823574,3728987,155721,5708282,0,2023-07-28
Senegal,SEN,AFR,2021,1300000,400000,961725,1535697,1224803,3722225,0,2023-07-28
Serbia,SRB,EUR,2017,2201451,16800,9424523,0,0,9424523,0,2023-07-28
Serbia,SRB,EUR,2018,2087324,18820,8804577,0,0,8804577,0,2023-07-28
Serbia,SRB,EUR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Serbia,SRB,EUR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Serbia,SRB,EUR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Seychelles,SYC,AFR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Seychelles,SYC,AFR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Seychelles,SYC,AFR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Seychelles,SYC,AFR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Seychelles,SYC,AFR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Sierra Leone,SLE,AFR,2017,352359,241754,241754,3884721,0,4346475,220000,2023-07-28
Sierra Leone,SLE,AFR,2018,2618874,264591,264591,11086383,587741,11974180,35465,2023-07-28
Sierra Leone,SLE,AFR,2019,300000,295250,295250,5966058,807340,7068648,NA,2023-07-28
Sierra Leone,SLE,AFR,2020,200000,261000,290000,5930722,800000,7020722,NA,2023-07-28
Sierra Leone,SLE,AFR,2021,500000,300000,614412,5000000,642146,6256558,NA,2023-07-28
Singapore,SGP,WPR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Singapore,SGP,WPR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Singapore,SGP,WPR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Singapore,SGP,WPR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Singapore,SGP,WPR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Sint Maarten (Dutch part),SXM,AMR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Sint Maarten (Dutch part),SXM,AMR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Sint Maarten (Dutch part),SXM,AMR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Sint Maarten (Dutch part),SXM,AMR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Sint Maarten (Dutch part),SXM,AMR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Slovakia,SVK,EUR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Slovakia,SVK,EUR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Slovakia,SVK,EUR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Slovakia,SVK,EUR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Slovakia,SVK,EUR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Slovenia,SVN,EUR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Slovenia,SVN,EUR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Slovenia,SVN,EUR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Slovenia,SVN,EUR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Slovenia,SVN,EUR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Solomon Islands,SLB,WPR,2017,50176,343547,362447,603349,0,965796,0,2023-07-28
Solomon Islands,SLB,WPR,2018,129270,343547,482184,548576,0,1030760,0,2023-07-28
Solomon Islands,SLB,WPR,2019,187885,178085,419850,645584,0,1065434,0,2023-07-28
Solomon Islands,SLB,WPR,2020,174507,178085,490236,548255,0,1038491,0,2023-07-28
Solomon Islands,SLB,WPR,2021,173460,178085,239960,522648,0,762608,0,2023-07-28
Somalia,SOM,EMR,2017,2344503,150360,NA,14033839,NA,14033839,NA,2023-07-28
Somalia,SOM,EMR,2018,150240,2074949,NA,6413956,NA,6413956,NA,2023-07-28
Somalia,SOM,EMR,2019,990813,2447862,0,9156218,0,9156218,0,2023-07-28
Somalia,SOM,EMR,2020,1233137,0,0,1859390,0,1859390,0,2023-07-28
Somalia,SOM,EMR,2021,812621,194449,0,10803421,250000,11053421,0,2023-07-28
South Africa,ZAF,AFR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
South Africa,ZAF,AFR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
South Africa,ZAF,AFR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
South Africa,ZAF,AFR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
South Africa,ZAF,AFR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
South Sudan,SSD,AFR,2017,2355028,121919,NA,9528837,NA,9528837,NA,2023-07-28
South Sudan,SSD,AFR,2018,221546,667168,NA,3277503,NA,3277503,NA,2023-07-28
South Sudan,SSD,AFR,2019,93793,35675,NA,3879888,NA,3879888,NA,2023-07-28
South Sudan,SSD,AFR,2020,830515,493210,0,11351205,0,11351205,0,2023-07-28
South Sudan,SSD,AFR,2021,455053,98327,0,1769276,0,1769276,0,2023-07-28
Spain,ESP,EUR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Spain,ESP,EUR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Spain,ESP,EUR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Spain,ESP,EUR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Spain,ESP,EUR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Sri Lanka,LKA,SEA,2017,902174,4691783,6241680,1997948,305430,8545058,0,2023-07-28
Sri Lanka,LKA,SEA,2018,1921057,3567893,3567893,2738875,5186,6311954,NA,2023-07-28
Sri Lanka,LKA,SEA,2019,927130,1371783,2061890,1141645,9090,3212625,NA,2023-07-28
Sri Lanka,LKA,SEA,2020,459741,1430092,2235099,1203391,55223,3493713,NA,2023-07-28
Sri Lanka,LKA,SEA,2021,976685,1615638,2546350,1554959,28741,4130050,NA,2023-07-28
Sudan,SDN,EMR,2017,2620168,4987082,2493541,12433376,NA,14926917,NA,2023-07-28
Sudan,SDN,EMR,2018,747933,328586,169200,5218549,NA,5387749,NA,2023-07-28
Sudan,SDN,EMR,2019,1962491,605290,NA,11428021,NA,11428021,NA,2023-07-28
Sudan,SDN,EMR,2020,1440319,186920,120000,5153891,NA,5273891,NA,2023-07-28
Sudan,SDN,EMR,2021,919821,851909,868717,3706587,NA,4575304,NA,2023-07-28
Suriname,SUR,AMR,2017,70937,178359,53622,310710,10000,374332,0,2023-07-28
Suriname,SUR,AMR,2018,343402,215088,214615,586781,10000,811396,0,2023-07-28
Suriname,SUR,AMR,2019,325601,303110,523800,317960,NA,841760,0,2023-07-28
Suriname,SUR,AMR,2020,241375,216813,460298,225544,50000,735842,0,2023-07-28
Suriname,SUR,AMR,2021,289608,104728,280289,174610,70000,524899,0,2023-07-28
Sweden,SWE,EUR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Sweden,SWE,EUR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Sweden,SWE,EUR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Sweden,SWE,EUR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Sweden,SWE,EUR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Switzerland,CHE,EUR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Switzerland,CHE,EUR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Switzerland,CHE,EUR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Switzerland,CHE,EUR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Switzerland,CHE,EUR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
